"Chave";"Código";"Nome";"Referência Principal";"Descrição Genérica";"Classe";"CRM";"Un";"Localização física";"Classificação Fiscal";"Procedência";"Modelo";"Eixo";"Mola Freio";"Cor";"Tamanho";"Rodado";"Pneu";"Outras Características";"Volume";"Bruto";"Líquido"
"81916961";"CBHM6000 UG SC RD MM P750(I) M17 VJ";"Carreta Hidráulica 7t (6m3) RD de 1 Eixo - USO GERAL - C/ FREIOS + MANG MAIORES + PNEUS - VERDE - Molas não Incluídos";"623243M17VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SC";"Verde";;"RD";;"MANG. MAIORES";0;"1224";"1214"
"81917414";"CBH6 FO SS T P750(I) M22";"Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ PNEUS - Molas, Freios não Incluídos";"623252M22";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SS";"Laranja";"1,4m";"TANDEM";"750(I) - 750(I) (Un)";;0;"1275";"1270"
"81918804";"CBH7-2E FO SS RS/T R15,5 P400 M21";"Carreta Hidráulica 7t (9m3) RS/T de 2 Eixos - FORRAGEIRA - C/ PNEUS ALTA FLUTUAÇÃO - Molas, Freios não Incluídos";"623253M21";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH7";"2E";"SS";"Laranja";"1,4m";"RS/TANDEM";"400/60 - 400/60 (Un)";;0;"1445";"1440"
"81920679";"CBH6 FO-1M SS T P750(I) M22 AN";"Carreta Hidráulica 6t (6m3) de Eixo Tandem – FORRAGEIRA 1M - C/ PNEUS - AZUL - Molas, Freios e Pneus não Incluídos";"623149M22AN";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SS";"Azul";"1m";"TANDEM";"750(I) - 750(I) (Un)";;0;"1275";"1270"
"81920741";"CBHM6000 CA SS RD ABA MM P750(I) M21";"Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/MANGUEIRAS MAIORES - C/ ABAS + PNEUS - Molas e Freios não Incluídos";"623254M21";"Cafeeira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Laranja";;"RD";"750(I) - 750(I) (Un)";"ABA LAT. + MANG. MAIORES";0;"1160";"1150"
"81920781";"CBHM6000 CA SS RD ABA MM P750(I) M21 VM";"Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/MANGUEIRAS MAIORES - C/ ABAS + PNEUS - VERMELHA - Molas e Freios não Incluídos";"623254M21VM";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SS";"Vermelha";;"RD";"750(I) - 750(I) (Un)";"ABA LAT. + MANG. MAIORES";0;"1160";"1150"
"81920806";"CBHM5000 CA SS RD MM P750(I) M17";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES + PNEUS - Molas e Freios não Incluídos";"623214M17";"Cafeeira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Laranja";;"RD";"750(R) - 750(R) (Un)";"MANG. MAIORES";0;"910";"900"
"81920834";"CBHM5000 CA SS RD ABA MM P750(I) M17";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES + PNEUS - C/ ABAS - Molas e Freios não Incluídos";"623255M17";"Cafeeira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Laranja";;"RD";"750(R) - 750(R) (Un)";"ABA LAT. + MANG. MAIORES";0;"910";"900"
"81920859";"CBHM5000 CA SS RD ABA MM P750(I) M17 VM";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - CAFEEIRA - C/ MANG MAIORES + PNEUS - C/ ABAS - VERMELHA - Molas e Freios não Incluídos";"623255M17VM";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Vermelha";;"RD";"750(R) - 750(R) (Un)";"ABA LAT. + MANG. MAIORES";0;"910";"900"
"81926047";"CBHM5000 GR SS RD P750(I) M17 VM";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo – GRANELEIRA - PNEUS - VERMELHA - Molas e Freios não Incluídos";"622966M17VM";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Vermelha";;"RD";"750(I) - 750(I) (Un)";;0;"910";"900"
"81932693";"CBH6 FO SS RD MM M22";"Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - MANGUEIRAS MAIORES - Molas, Pneus e Freios não Incluídos";"623250M22";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SS";"Laranja";"1,4m";"RD";;"MANG. MAIORES";0;"1205";"1200"
"81932708";"CBH6 FO SS RD MM M22 AN";"Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - MANGUEIRAS MAIORES - AZUL - Molas, Pneus e Freios não Incluídos";"623250M22AN";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SS";"Azul";"1,4m";"RD";;"MANG. MAIORES";0;"1205";"1200"
"81951464";"CBH6 FO SS T MM M22 AN";"Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - AZUL - Molas, Freios e Pneus não Incluídos";"623077M22AN";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SS";"Azul";"1,4m";"TANDEM";;"MANG. MAIORES";0;"1275";"1270"
"81958602";"F6C SS RS/RS B2M CB M23";"Carreta Madeira Fixa 6t RS/RS de 2 Eixos - PLATAFORMA - MAD NAVAL - C/ BITOLA 2M + COMBOIO - Molas, Freios e Pneus não Incluídos";"622151M23";"Básica";"Carretas Agrícolas de Madeira";"T";"Un";;"8716.20.00";"Nacional - 0";"F6C";"2E";"SS";"Laranja";;"RS/RS";;"COMB. + BIT. 2m";0;"700";"695"
"81961495";"F6C SS RS/RS CB M23";"Carreta Madeira Fixa 6t RS/RS de 2 Eixos - PLATAFORMA - MAD NAVAL - C/ COMBOIO - Molas, Freios e Pneus não Incluídos";"622300M23";"Básica";"Carretas Agrícolas de Madeira";"T";"Un";;"8716.20.00";"Nacional - 0";"F6C";"2E";"SS";"Laranja";;"RS/RS";;"COMB.";0;"700";"695"
"81975484";"FA6F SS T P750(I) M22 VJ";"Carreta Metálica Fixa 6t de Eixo Tandem - PLATAFORMA - C/ PNEUS 750(I) - VERDE - Molas e Freios não Incluídos";"622993M22VJ";"Básica";"Carretas Agrícolas com Carroceria Metálica";;"Un";;"8716.20.00";"Nacional - 0";"FA6F";"1E";"SS";"Verde";;"TANDEM";"750(I) - 750(I) (Un)";"CARROC. MET";0;"1194.42";"1134.42"
"81975610";"CARROCERIA FA6F M22 VJ";"Carroceria Completa Para Carreta Metálica Fixa 6t Verde";"623096M22VJ";"Carroceria Completa";"Carretas Agrícolas";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;0;0
"82042252";"CBH6 FO SS T MM M22 AV";"Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - AMARELA - Molas, Freios e Pneus não Incluídos";"623077M22AV";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SS";"Amarela";"1,4m";"TANDEM";;"MANG. MAIORES";0;"1275";"1270"
"82042502";"CBH6 FO SS T MM P750(I) M22";"Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES + PNEUS 750(I) - Molas e Freios não Incluídos";"623081M22";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SS";"Laranja";"1,4m";"TANDEM";"750(I) - 750(I) (Un)";"MANG. MAIORES";0;"1275";"1270"
"82042765";"CBH6 FO SS T MM P750(I) M22 AV";"Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES + PNEUS 750(I) - AMARELA - Molas e Freios não Incluídos";"623081M22AV";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SS";"Amarela";"1,4m";"TANDEM";"750(I) - 750(I) (Un)";"MANG. MAIORES";0;"1275";"1270"
"82042908";"CBH5 FO-1M SS T MM P750(I) M21 AV";"Carreta Hidráulica 5t (5m3) de Eixo Tandem - FORRAGEIRA 1M - C/ MANG MAIORES + PNEUS 750(I) - AMARELA - Molas e Freios não Incluídos";"623139M21AV";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Amarela";"1m";"TANDEM";"750(I) - 750(I) (Un)";"MANG. MAIORES";0;"1118";"1108"
"82049221";"CBH5 FO SS T MM P750(I) M21";"Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES + PNEUS 750(I) - Molas e Freios não Incluídos";"623085M21";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Laranja";"1,4m";"TANDEM";"750(I) - 750(I) (Un)";"MANG. MAIORES";0;"1118";"1108"
"82050758";"CBH5 FO SS T MM P750(I) M21 AV";"Carreta Hidráulica 5t (7,5m3) de Eixo Tandem - FORRAGEIRA - C/ MANG MAIORES + PNEUS 750(I) - AMARELA - Molas e Freios não Incluídos";"623085M21AV";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Amarela";"1,4m";"TANDEM";"750(I) - 750(I) (Un)";"MANG. MAIORES";0;"1118";"1108"
"82085331";"CBH6 FO SS T CT MM M22 VM";"Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES - VERMELHA - Molas, Freios e Pneus não Incluídos";"623256M22VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SS";"Vermelha";"1,4m";"TANDEM";;"MANG. MAIORES";0;"1275";"1270"
"82086209";"CBH6 FO SS T CT MM M22 AN";"Carreta Hidráulica 6t (9m3) de Eixo Tandem - CT - FORRAGEIRA - C/ MANG. MAIORES - AZUL - Molas, Freios e Pneus não Incluídos";"623256M22AN";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SS";"Azul";"1,4m";"TANDEM";;"MANG. MAIORES";0;"1275";"1270"
"82086226";"CBH6 FO SS RD CT MM M22 AN";"Carreta Hidráulica 6t (9m3) RD de 1 Eixo - CT - FORRAGEIRA - MANGUEIRAS MAIORES - AZUL - Molas, Pneus e Freios não Incluídos";"623257M22AN";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SS";"Azul";"1,4m";"RD";;"MANG. MAIORES";0;"1205";"1200"
"82086326";"CBH6 FO SS RD CT MM M22 VM";"Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - CILIN TELESCÓPICO - MANGUEIRAS MAIORES - VERMELHA - Molas, Pneus e Freios não Incluídos";"623257M22VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SS";"Vermelha";"1,4m";"RD";;"MANG. MAIORES";0;"1205";"1200"
"82094973";"CBHL6000 MP CS RS/RS CB P750(I) M23 VJ";"Carreta Hidráulica 5t (6m3) RS/RS de 2 Eixos - 2 CILINDROS - C/ MOLAS + PNEUS + COMBOIO - VERDE -  Freios não Incluídos";"623210M23VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHL6000";"2E";"CS";"Verde";;"RS/RS";"750(I) - 750(I) (Un)";"COMB.";0;0;0
"82097238";"CBHM6000-2E SS RS/RD CB M17";"Carreta Hidráulica 6t (6m3) RS/RD de 2 Eixos - USO GERAL - COMBOIO - Molas, Freios e Pneus não Incluídos";"623258M22";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"2E";"SS";"Laranja";;"RS/RD";;"COMB.";0;"1405";"1400"
"82109398";"CBH6 FO SS T CT MM P750(I) M22 VM";"Carreta Hidráulica 6t (9m3) de Eixo Tandem – FORRAGEIRA - C/ MANG. MAIORES + PNEUS 750(I) - VERMELHA - Molas, Freios não Incluídos";"623259M22VM";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SS";"Vermelha";"1,4m";"TANDEM";;"MANG. MAIORES";0;"1275";"1270"
"82127154";"FTC6500 SS RS/RS BB P750(I) M22+";"Carreta Tanque (6500L) RS/RS de 2 Eixos - TANQUE - BOMBA (MANG 6m) - C/ PNEUS - Molas e Freios não Incluídos+";"622927M22+";"Tanque";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";"FTC6500";"2E";"SS";"Laranja";;"RS/RS";"750(I) - 750(I) (Un)";"BOMBA";0;"1026";"1016"
"82127316";"CBH9-2E SS RS/RS R15,5 P400 M22";"Carreta Hidráulica 9t (14m3) RS/RS de 2 Eixos - FORRAGEIRA - RODA 15,5"" - C/ PNEUS 400/60 - Molas e Freios não Incluídos";;"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH9";"2E";"SS";"Laranja";;"RS/RS";"400/60 - 400/60 (Un)";;0;"1175";"1170"
"82128241";"CBHM6000-2E SS RS/RD CB M17 AN";"Carreta Hidráulica 6t (6m3) RS/RD de 2 Eixos - USO GERAL - COMBOIO - AZUL - Molas, Freios e Pneus não Incluídos";"623258M22AN";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"2E";"SS";"Azul";;"RS/RD";;"COMB.";0;"1405";"1400"
"82128401";"CBH5 FO SS RD P750(I) M21 VJ";"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ PNEUS - VERDE - Molas e Freios não Incluídos";"623217M21VJ";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Verde";"1,4m";"RD";"750(I) - 750(I) (Un)";;0;"1118";"1108"
"82128466";"CBHM5000 GR SS T P750(I) M20 VJ";"Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ PNEUS - VERDE - Molas e Freios não Incluídos";"623132M20VJ";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Verde";;"TANDEM";"750(I) - 750(I) (Un)";;0;"910";"900"
"82169949";"TESTE TRAINEE";"Carreta Hidráulica 5t (5m3) RD de 1 Eixo - GRANELEIRA - Molas, Freios e Pneus não Incluídos+";"623261M17";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Laranja";;"RD";;;0;"910";"900"
"82200338";"623262M22";"FTC4300-1E SS T M22 [CHASSI COM RODAS PARA CARRETA TANQUE 4,0T]";"623262M22";"Conjuntos Avulsos";"Carretas Tanque";;"Un";;"8716.90.90";"Nacional - 0";;;;;;;;;0;"232";"232"
"82200359";"FTC4300-1E SS T M22";"Carreta Tanque (4300L) TANDEM de 1 Eixo - TANQUE - Molas, Freios e Pneus não Incluídos";"623263M22";"Tanque";"Carretas Tanque";"T";"Un";;"8716.20.00";"Nacional - 0";"FTC4300";"1E";"SS";"Laranja";;"TANDEM";;;0;"689";"679"
"82201412";"FTC6500-1E SS RD BB M22";"Carreta Tanque (6500L) de Eixo RD - TANQUE - BOMBA (MANG 6m) - Molas, Freios e Pneus não Incluídos";"623264M22";"Tanque";"Carretas Tanque";"T";"Un";;"8716.20.00";"Nacional - 0";"FTC6500";"1E";"SS";"Laranja";;"RD";;"BOMBA";0;"1175";"1170"
"82204195";"FTC6500-1E SS RD BB P750(I) M22";"Carreta Tanque (6500L) de Eixo RD - TANQUE - PLAT. C/ BOMBA - C/ PNEUS - Molas, Freios não Incluídos";"623265M22";"Tanque";"Carretas Tanque";"T";"Un";;"8716.20.00";"Nacional - 0";"FTC6500";"1E";"SS";"Laranja";;"RD";"750(I) - 750(I) (Un)";"BOMBA";0;"1175";"1170"
"82217213";"CBH5 FO SS RD P650(R) M21 VJ";"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo - FORRAGEIRA - C/ PNEUS 650(R) - VERDE - Molas e Freios não Incluídos";"622677M21VJ";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Verde";"1,4m";"RD";"650(R) - 650(R) (Un)";;0;"1118";"1108"
"82217235";"CBH5 UG SS RD P650(R) M21 VJ";"Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - C/ PNEUS 650(R) - VERDE - Molas e Freios não Incluídos";"622681M21VJ";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Verde";"60cm";"RD";"650(R) - 650(R) (Un)";;0;"800";"790"
"82217256";"CBHM5000 GR SS T P650(R) M20 VJ";"Carreta Hidráulica 5t (5m3) de Eixo Tandem - GRANELEIRA - C/ PNEUS 650(R) - VERDE - Molas e Freios não Incluídos";"622754M20VJ";"Graneleira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM5000";"1E";"SS";"Verde";;"TANDEM";"650(R) - 650(R) (Un)";;0;"910";"900"
"82221901";"CBHM10000 SS RD P750(I) M17 VJ";"Carreta Hidráulica 7t (10m3) RD de 1 Eixo – FORRAGEIRO - C/ PNEUS - VERDE - Molas e Freios não Incluídos";"623152M17VJ";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM10000";"1E";"SS";"Verde";;"RD";"750(I) - 750(I) (Un)";;0;"1360";"1350"
"82276762";"FTC4300 CS RS/RS P750(I) M22 VJ";"Carreta Tanque (4300L) RS/RS de 2 Eixos - TANQUE - C/ MOLAS + PNEUS - VERDE - Freios não Incluídos";"623150M22VJ";"Tanque";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";"FTC4300";"2E";"CS";"Laranja";;"RS/RS";"750(I) - 750(I) (Un)";;0;"740";"730"
"82293078";"FA6F SS T M22 VM";"Carreta Metálica Fixa 6t de Eixo Tandem - PLATAFORMA - VERMELHA - Molas, Pneus e Freios não Incluídos";"623134M22VM";"Básica";"Carretas Agrícolas com Carroceria Metálica";;"Un";;"8716.20.00";"Nacional - 0";"FA6F";"1E";"SS";"Vermelha";;"TANDEM";;"CARROC. MET";0;"1194.42";"1134.42"
"82293084";"CARROCERIA FA6F M22 VM";"Carroceria Completa Vermelha Para Carreta Metálica Fixa 6t";"623096M22VM";"Carroceria Completa";"Carretas Agrícolas";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;0;0
"82301262";"CHASSI F6B SS RS/RD M17";"Chassi Com Rodas Para Carreta Básica 6t de 2 Eixos RS/RD -  Molas, Pneus e Freios não incluídos";"623266M17";"Chassi Com Rodas";"Carretas Agrícolas de Madeira";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"333";"333"
"82311668";"F4 CS RS/RS A45 MT M22 VM";"Carreta Metálica Fixa 4t RS/RS de 2 Eixos - ALT 45 - C/ MOLAS - VERMELHA - Freios e Pneus não Incluídos";"623092M22VM";"Básica";"Carretas Agrícolas com Carroceria Metálica";;"Un";;"8716.20.00";"Nacional - 0";"F4";"2E";"CS";"Vermelha";"45cm";"RS/RS";;"CARROC. MET";0;"868";"863"
"82347325";"CBH6 FO SC RD MM P750(I) M22";"Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS";"CBH6";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SC";"Laranja";"1,4m";"RD";"750(I) - 750(I) (Un)";"MANG. MAIORES";0;"1205";"1200"
"82347405";"CBH6 FO SC RD MM P750(I) M22 VM";"Carreta Hidráulica 6t (9m3) RD de 1 Eixo – FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - VERMELHA";"CBH6";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH6";"1E";"SC";"Vermelha";"1,4m";"RD";"750(I) - 750(I) (Un)";"MANG. MAIORES";0;"1205";"1200"
"82347423";"CBH5 FO SC RD MM P750(I) M21 VM";"Carreta Hidráulica 5t (7,5m3) RD de 1 Eixo- FORRAGEIRA - C/ FREIOS + MANG MAIORES + PNEUS - VERMELHA - Molas não Incluído";"CBH5";"Forrageira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SC";"Vermelha";"1,4m";"RD";"750(I) - 750(I) (Un)";"MANG. MAIORES";0;"1118";"1108"
"82347440";"CBHM6000 CA SC RD P750(I) M21 AN";"Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS + PNEUS - AZUL - Molas não Incluídas";"CBHM600";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SC";"Azul";;"RD";"750(I) - 750(I) (Un)";;0;"1160";"1150"
"82470236";"FA6 SS T A45 P750(I) M22";"Carreta Madeira Fixa 6t de Eixo Tandem – ALT 45 - MAD NAVAL - C/ PNEUS - Molas, Freios não Incluídos";"623267M22";"Básica";"Carretas Agrícolas de Madeira";"T";"Un";;"8716.20.00";"Nacional - 0";"FA6";"1E";"SS";"Laranja";"45cm";"TANDEM";"750(I) - 750(I) (Un)";;0;"868";"863"
"82610854";"CBH7 FO SS T R15,5 M21";"Carreta Hidráulica 7t (9m3) de Eixo Tandem - FORRAGEIRA - RODA 15,5"" - Molas, Freios não Incluídos+";"CBH7";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Laranja";"1,4m";"TANDEM";;;0;"1205";"1200"
"82645757";"CBHM6000 CA SC S-E S-R M21 AN";"Carreta Hidráulica (6m3) RD de 1 Eixo - CAFEEIRA - C/ FREIOS - SEM EIXO - SEM RODAS - AZUL - Molas e Pneus não Incluídos";"623268M21AN";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";;"SC";"Azul";;;;;0;"1160";"1150"
"82778887";"CBHM6000 CA SC T MM P750(I) M21 VM";"Carreta Hidráulica (6m3) de Eixo Tandem - CAFEEIRA - C/ FREIOS + MANG MAIORES - C/ PNEUS 750(I) - VERMELHA - Molas não Incluídas";"623094M21VM";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SC";"Vermelha";;"TANDEM";"750(I) - 750(I) (Un)";"MANG. MAIORES";0;"1160";"1150"
"82778933";"CBHM6000 CA SC T MM P750(I) M21 VJ";"Carreta Hidráulica (6m3) de Eixo Tandem - CAFEEIRA - C/ FREIOS + MANG MAIORES - C/ PNEUS 750(I) - VERDE - Molas não Incluídas";"623094M21VJ";"Cafeeira";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBHM6000";"1E";"SC";"Verde";;"TANDEM";"750(I) - 750(I) (Un)";"MANG. MAIORES";0;"1160";"1150"
"82784612";"CBH7 FO+UG SS RD P750(I) M21";"Carreta Hidráulica 7t (9m3) RD de 1 Eixo - FORRAGEIRA - C/ PNEUS - C/ KIT TAMPA USO GERAL - Molas e Freios não Incluídos";"623269M23";"Forrageira";"Carretas Basculantes hidráulicas";"T";"Un";;"8716.20.00";"Nacional - 0";"CBH7";"1E";"SS";"Laranja";"1,4m";"RD";"750(I) - 750(I) (Un)";;0;"1205";"1200"
"82821957";"FTC4300 SS RS/RS PL M22 VM";"Carreta Tanque (4300L) RS/RS de 2 Eixos - TANQUE - PLAT P/ BOMBA - VERMELHO - Molas, Freios e Pneus não Incluídos+";"622558M22VM";"Tanque";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";"FTC4300";"2E";"SS";"Vermelha";;"RS/RS";;"PLAT.";0;"707";"697"
"82832148";"CARROCERIA F4 A45 M23";"Carroceria Completa Para Carreta de Madeira Fixa 4t - ALT 45 - MAD NAVAL M23";"622416M23";"Carroceria Completa";"Carretas Agrícolas de Madeira";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;0;0
"82832326";"CARROCERIA F4 A60 M23";"Carroceria Completa Para Carreta de Madeira Fixa 4t - ALT A60 - MAD NAVAL M23";"622413M23";"Carroceria Completa";"Carretas Agrícolas de Madeira";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;0;0
"82832384";"CARROCERIA F4 A90 M23";"Carroceria Completa Para Carreta de Madeira Fixa 4t - ALT 90 - MAD NAVAL M23";"622439M23";"Carroceria Completa";"Carretas Agrícolas de Madeira";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;0;0
"82832455";"CARROCERIA F6 A45 M23";"Carroceria Completa Para Carreta de Madeira Fixa 6t de 2 Eixos - ALT 45 - COMP NAVAL M23";"622414M23";"Carroceria Completa";"Carretas Agrícolas de Madeira";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"620";"600"
"82833506";"CARROCERIA F6 A60 M23";"Carroceria Completa Para Carreta de Madeira Fixa 6t de 2 Eixos - ALT 60 - COMP NAVAL M23";"622415M23";"Carroceria Completa";"Carretas Agrícolas de Madeira";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;0;0
"82834232";"CARROCERIA F6 A90 M23";"Carroceria Completa Para Carreta de Madeira Fixa 6t de 2 Eixos - ALT 90 - COMP NAVAL M23";"622442M23";"Carroceria Completa";"Carretas Agrícolas de Madeira";;"Un";;"8716.20.00";"Nacional - 0";;;;;;;;;0;"850";"830"
"82972379";"CBH5 UG SS RD MM M21 VM";"Carreta Hidráulica 5t (3m3) RD de 1 Eixo - USO GERAL - MANG. MAIORES - VERMELHA - Molas, Freios e Pneus não Incluídos";"623270M21VM";"Uso Geral";"Carretas Basculantes hidráulicas";;"Un";;"8716.20.00";"Nacional - 0";"CBH5";"1E";"SS";"Vermelha";"60cm";"RD";;"MANG. MAIORES";0;"800";"790"
"82989397";"FT10500 SS T R20"" M22";"""fora de linha"" Carreta Tanque (10500L) de Eixo Tandem de 1 Eixo - ARO 20"" – TANQUE - Molas, Freios e Pneus não Incluídos";"623271M22";"Tanque";"Carretas Tanque";;"Un";;"8716.20.00";"Nacional - 0";"FT10500";"1E";"SS";"Laranja";;"TANDEM";;;0;"1175";"1170"
